,R,CoreCPI,IP,Consumption,Unemp,Credit,Spread,IV_GK,IV_MAR
197408,9.36,1.40,377.045944110636,818.624168746772,5.45519721048458,536.312147741353,1.92,NaN,NaN
197409,8.87,0.99,377.045944110636,817.616659944531,5.87860046708762,537.198595647324,2.19,NaN,NaN
197410,8.05,0.98,376.35229971097,817.337806161976,5.96964914935472,537.795999420023,2.39,NaN,NaN
197411,7.66,0.78,373.289633953071,816.277284681438,6.61880430330078,538.394445251547,2.21,NaN,NaN
197412,7.31,0.77,368.637632389582,816.080392095467,7.15240353524467,538.811236566425,2.52,NaN,NaN
197501,6.83,0.58,366.612246699132,816.893982905918,8.05450562666437,538.943695991552,1.66,NaN,NaN
197502,5.98,0.95,363.758615972639,817.762817708478,8.10554453738036,538.298015442675,1.58,NaN,NaN
197503,6.11,0.38,362.434093297637,817.546315676798,8.56330166908174,537.101005194148,1.83,NaN,NaN
197504,6.90,0.56,362.434093297637,817.661654320993,8.79024400689515,536.681678297273,1.49,NaN,NaN
197505,6.39,0.37,362.434093297637,819.640924745934,8.98236121170807,535.978868863614,1.54,NaN,NaN
197506,6.29,0.56,363.230910262554,819.786908162806,8.78439754207855,535.176334225366,1.41,NaN,NaN
197507,7.11,0.37,364.54498961866,820.19069385378,8.64381361610704,534.605936253346,1.43,NaN,NaN
197508,7.70,0.37,365.583960003574,820.442576259368,8.41953229540579,534.180779762256,1.24,NaN,NaN
197509,7.75,0.55,367.376581630389,820.699280753385,8.41064945542557,534.132896214128,1.37,NaN,NaN
197510,6.95,0.55,367.882911826044,820.691098228526,8.37726882153882,534.041854256667,1.30,NaN,NaN
197511,6.49,0.73,367.882911826044,821.446516075919,8.26949602122016,533.993904123886,1.28,NaN,NaN
